id,business_name,address,street,place,area,postal_address,city,country,call,category
4499,C/O Postmaster,,,Runiville P/Office P O Runiville,,,Harare,Zimbabwe,495 255,
4500,Corally Auto Electrical Diesel Services (Pvt) Ltd,,Diesel Srvcs Pvt Ltd Lytton/Greenock Road,,,,Harare,Zimbabwe,620 328,
4501,Corbzim P/L,,,P O,,,Harare,Zimbabwe,661 731,
4502,Corbzim Pvt Ltd,,23 Lobengula Rd Southerton,,,,Harare,Zimbabwe,665 828,
4504,Cordanate Sales P/L,,Cnr Hives/Neil Ave Beverley East,,,,Harare,Zimbabwe,480 845,
4505,Cordantape Sales P/L,,,,,P O Box 2560,Harare,Zimbabwe,492 201,
4506,Cordiale Flooring International,,,Rm3 6Th Fl Adsa Wing Coal Hse L Takawira,,,Harare,Zimbabwe,753 562,
4507,Cordovan Enterprises P/L,,17 Danbury Ave Greencroft,,,,Harare,Zimbabwe,302 729,
4508,Corinvest P/L,,Neil Ave Msasa,,,,Harare,Zimbabwe,486 678,
4509,Corintra Investments,,3 Falmouth Rd Alex Park,,,,Harare,Zimbabwe,745 360,
4510,Corklet Investments P/L,,,,,,162A Samora Machel Harare,Zimbabwe,735 556,
4511,Cormane Enterprises T/A,,,Mt Hampden Stores Mt Hampden,,,Harare,Zimbabwe,302 229,
4512,Corner Studio,,,Suite 111 1St Flr,,,Harare,Zimbabwe,754 317,
4513,Cornerlink Investments,,,Shop 6 Queensdale S/Centre,,,Harare,Zimbabwe,570 199,
4514,Cornhold Trading,,377 Coronation Ave Greendale,,,,Harare,Zimbabwe,498 111,
4515,Cornstarch Investmen,,292 Empowerment Way,,,,Harare,Zimbabwe,612 711,
4516,Coronet Soap,,,Manfg Pvt Ltd Dougls Road0,,,Harare,Zimbabwe,664 435,
4517,Coronet Soap Mfg,,,Pvt Ltd Dougls/New Castle Ro,,,Harare,Zimbabwe,664 429,
4518,Corporate Clothing Compan,,34 Kelvin Rd North Graniteside,,,,Harare,Zimbabwe,756 990,
4519,Corporate Concepts,,2 Elston Rd,,,,Harare,Zimbabwe,480 987,
4520,Corporate Consumer,,,,,,Harare,Zimbabwe,253 182,
4521,Corporate Excellence,,,3 Drummond Chaplin Milton Park,,,Harare,Zimbabwe,799 271,
4522,Corporate Gifts,,,,,,Harare,Zimbabwe,792 713,
4523,Corporate Momentum,,Blk 3 Tendeseka Office Park S Machel Ave,,,,Harare,Zimbabwe,790 447,
4525,Corporate Momentum P/L,,S Machel Ave East Blk 3 Tendeseka Office,,,,Harare,Zimbabwe,725 902,
4526,Corporate Insurance Broke,,,,,,Harare,Zimbabwe,752 367,
4527,Corporate Services Unlimi,,144 S Machel Ave,,,,Harare,Zimbabwe,799 626,
4528,Corporate Travel P/L,,8 Fairbridge Ave Belgravia,,,,Harare,Zimbabwe,706 701,
4529,Corporate Services,,144 S Machel Ave,,,,Harare,Zimbabwe,799 627,
4530,Corran Trading P/L,,689 Cooleen Road New Ardbennie P O,,,,Harare,Zimbabwe,663 314,
4531,Correia Property Invest,,41 Hindhead Ave Chisipite,,,,Harare,Zimbabwe,496 074,
4532,Corpserve P/L,,,,,,Harare,Zimbabwe,750 598,
4533,Corry & Rhodes Quantity S,,,,,,Harare,Zimbabwe,708 337,
4534,Corrish Peter John,,1 Marley Drive Kambanji,,,,Harare,Zimbabwe,499 727,
4535,Corry Mccormick,,47 Central Ave,,,,Harare,Zimbabwe,704 638,
4536,Corshmar Investments,,1772 Clara Rd New Marlborougjh,,,,Harare,Zimbabwe,309 401,
4537,Corvan Enterprises P/L,,Factory 10-249 Williams Way Msasa P O,,,,Harare,Zimbabwe,480 889,
4538,CORVAN Enterprises (Pvt) Ltd,,14 Loreley Close Msasa,,,,Harare,Zimbabwe,487 010,
4539,Correia J Da Silva,,2 Kenearn Close Burnside,,,,Bulawayo,Zimbabwe,09 242013,
4540,Cordeur D Le,,6 Corney Rd,,,,Bulawayo,Zimbabwe,09 242569,
4541,Cosbro P/L T/A Apc Print,,Std 17380 Dhlela Way Graniteside,,,,Harare,Zimbabwe,749 308,
4542,Cosmas Stone Monuments Zim,,,Cnr Glen Eagles & H/,,,Harare,Zimbabwe,664 055,
4543,Cosmopolitan Personnel,,Consultancy 7 Coventree Mews J Chinamano Ave,,,,Harare,Zimbabwe,701 303,
4544,Cosmat Enterprises,,,60 George Silundika Tafara Building,,,Harare,Zimbabwe,251 369,
4546,Cosmotech,,,Shop 9 Avondale Shopping Centre,,,Harare,Zimbabwe,304 696,
4547,Cosmo-Tech (Phone Shop),,,,,,107 Harare St,Zimbabwe,798 985,
4548,Cosmotech Pvt Ltd,,Shop 4 Dublin House 113 Mbuya Nehanda St,,,,Harare,Zimbabwe,700 888,
4549,Cospec Investments,,62 A Steppes Rd Chisipite,,,,Harare,Zimbabwe,481 122,
4550,Costain (Africa ) P/L,,Compensation House 3Rd St /Central Ave,,,,Harare,Zimbabwe,707 398,
4551,Cosv Zimbabwe,,10 De Villers Rd New Alexander Park,,,,Harare,Zimbabwe,744 975,
4552,C O S V,,7 Roys Place Second St,,,,Harare,Zimbabwe,303 022,
4553,Costa V J Da,,2 Goodking Rd Paddonhurst,,,,Bulawayo,Zimbabwe,09 214181,
4554,Cotition Investments,,29 Mazowe St,,,,Harare,Zimbabwe,700 094,
4555,Cotlan Investments P/L,,,,,,Harare,Zimbabwe,734 630,
4556,Cotquip Engineering P/L,,48 N Mandela Ave Roslin Hse Rm316,,,,Harare,Zimbabwe,738 010,
4557,Cottel Enterprises,,,Noczim Hse L Takawira Dt,,,Harare,Zimbabwe,748 191,
4558,Cottel Enterprises P/L,,,P O,,,Harare,Zimbabwe,662 505,
4559,Cotton Mktg Board,,1 Lytton Rd Workington,,,,Harare,Zimbabwe,705 280,
4560,Cotton Marketing Board,,,Showgrounds,,,Harare,Zimbabwe,700 354,
4561,Cotton Dr M H,,302 9Th Ave Lancet Hs,,,,Bulawayo,Zimbabwe,09 60048,
4562,Cotton Waste Co The,,Cnr Waverly Walsal Rd Belmont,,,,Bulawayo,Zimbabwe,09 66557,
4563,Coulman Briany,,Rm 207 Athol Hse Bodle Ave,,,,Harare,Zimbabwe,790 408,
4564,Coulort Enterprises P/L,,16 Birmingham Rd Workington,,,,Harare,Zimbabwe,774 272,
4565,Council For The Welfare,,,,,,Harare,Zimbabwe,793 966,
4567,Counterpart Zimbabwe,,,,,,Harare,Zimbabwe,492 439,
4568,Council Of Estate Adminis,,,,,,Harare,Zimbabwe,737 933,
4569,Country Club H/Lands,,1 Brompton Rd Highlands,,,,Harare,Zimbabwe,746 939,
4570,Countijoule Enterprises,,Cnr 3Rd/Speke Ave 6Th Flr Chester Hse,,,,Harare,Zimbabwe,724 106,
4571,Country Living P/L,,3 Chishawasha Rd Glen Lorne P O,,,,Harare,Zimbabwe,494 973,
4572,Country Plumbers P/L,,4 Braude Blde 47 Speke Ave,,,,Harare,Zimbabwe,752 644,
4573,Country Petroleum,,302 Empowerment Way,,,,Harare,Zimbabwe,611 782,
4574,Country Road Lodge,,Hatcliffe South Ext Alpes Rd,,,,Harare,Zimbabwe,860 466,
4575,Country Stationery Shop 6,,,& Books Pvt Ltd Shop 6 Montague Cent J Chinamano,,,Harare,Zimbabwe,708 226,
4576,Couplet Investments P/L,,South Av/Angwa St Rm404 4Th Flr Daventry Hse Ha,,,,Harare,Zimbabwe,727 015,
4577,Countrywide Carpet Cleaners,,,915-14Th Cres Glen View 1,,,Harare,Zimbabwe,690 613,
4578,Courier & Freight Group,,Nrz Goods Complex Off Seke Road,,,,Harare,Zimbabwe,757 919,
4579,Courier Services,,,10th Flr Zimpost Causeway Building,,,Harare,Zimbabwe,790 668,
4580,Cousins P J,,45 B Charter Rd,,,,Harare,Zimbabwe,729 143,
4581,Cover Construction,,14 Mbumu Rd New,,,,Harare,Zimbabwe,459 818,
4582,Covenant Asset Mgmt P/L,,,72-74 Samora Machel Hardwick Hse,,,Harare,Zimbabwe,250 459,
4583,Covick Investments P/L,,Flt Bge Northfields J Tongogara Ave/5Th,,,,Harare,Zimbabwe,728 031,
4584,Covotiku Medical Support,,,7Th Flr Chester Hse Speke/3Rd Str Rm733,,,Harare,Zimbabwe,726 308,
4585,Cove Dr D R F,,11 St Luke's Way Garden Park Ascot,,,,Bulawayo,Zimbabwe,09 232688,
4586,Cowama Dynamic Trade,,194 Mutare Road Msasa,,,,Harare,Zimbabwe,487 741,
4588,Cox I S,,,,,School Of Motoring Po Box 66232,Harare,Zimbabwe,706 498,
4589,Coxill Investments,,Park St/Union Ave Rm 5/4Th Flr Park Hs,,,,Harare,Zimbabwe,722 725,
4590,Coxmate Enterprises P/L,,,,,,Harare,Zimbabwe,492 065,
4591,Coyne Et Bellier,,26 Lawson Ave Milton,,,,Harare,Zimbabwe,723 341,
4592,Cpa Technlogies P/L,,,,,,Harare,Zimbabwe,741 219,
4593,Cpf Holding Pvt Ltd,,,,,,Harare,Zimbabwe,753 658,
4594,C Phiri,,9 Vida Rhodes Cnr 5Th St/H Chitepo,,,,Harare,Zimbabwe,793 482,
4595,Cpl Pvt Ltd,,Tilbury Road Willowvale,,,,Harare,Zimbabwe,611 602,
4596,C P L Pvt Ltd T/A,,6 Edmonds Ave Belvedere,,,,Harare,Zimbabwe,791 626,
4597,Cpp-Civil & Planning Part,,14 Selous Ave,,,,Harare,Zimbabwe,724 905,
4598,C P R Enterprises Pv,,276 H Chitepo Ave,,,,Harare,Zimbabwe,727 710,
4599,C P R Enterprises P/L,,,,,,Harare,Zimbabwe,721 649,
4600,Cps-Kingsmead,,J Nyerere Way,,,,Harare,Zimbabwe,748 006,
4601,C.P.S Africa Services (Pvt) Ltd,,,,,20 Neil Avenue Msasa P O Box AY 55 Amby,Harare,Zimbabwe,486 363,
4602,Cpw Agencies Pvt Ltd,,15 Monmouth Rd,,,,Harare,Zimbabwe,304 034,
4603,C P W Agencies,,4A Pachene Rd Mrlborough,,,,Harare,Zimbabwe,300 878,
4604,Cracknell Investments,,26 Cork Rd Avondale,,,,Harare,Zimbabwe,704 773,
4605,Craftcall Investments P/L,,3 Mcmeekan Rd Milton Park,,,,Harare,Zimbabwe,740 438,
4606,Craftsman Products,,7 Spurrier Road Ardbennie P O,,,,Harare,Zimbabwe,666 367,
4607,Craftview Consultant P/L,,,,,,Harare,Zimbabwe,797 495,
4609,Crafty Trading P/L,,,,Unit12/81 Warren Ind New Ardbennie,,Harare,Zimbabwe,665 025,
4610,Crafty Trading T/A Uniform,,,Shop 49 Highglen S/C High Glen S/Complex P O Glen,,,Harare,Zimbabwe,694 188,
4611,Craigbank Technology P/L,,61B Prices Rd Mt Pleasant,,,,Harare,Zimbabwe,308 495,
4612,Craighall Estate,,,,,Pvt Ltd P O Box 473,Harare,Zimbabwe,860 739,
4613,Craimond Trading P/L,,18 Rayl Rd,,,,Harare,Zimbabwe,885 482,
4614,Cramal P/L,,,,,P O Box A226 Avondale,Harare,Zimbabwe,494 241,
4615,Cramp A J Mr,,,terceptor Trading Shop C Coronation Av Coronation,,,Harare,Zimbabwe,495 984,
4616,Crane & Pump Maintenance,,,Unit 11(D) Ind Farm Highfield,,,Harare,Zimbabwe,611 426,
4617,Crane Investments P/L,,744A Greystone Park Gaydon Rd Greystone,,,,Harare,Zimbabwe,884 393,
4618,Cranford Motors P/L,,16 Alpha Hse 5 Union Ave,,,,Harare,Zimbabwe,748 982,
4619,Cranpen Trading P/L,,No 55 S Machel Ave Trustee Hse 8Th Flr,,,,Harare,Zimbabwe,750 665,
4620,Crawford J G T/A Auto,,247 Williams Way Msasa,,,,Harare,Zimbabwe,487 932,
4621,Crastermatic P/L,,Paisley/Lytton Rd Workington,,,,Harare,Zimbabwe,773 192,
4622,C R A P/L,,7 Bath Rd,,,,Harare,Zimbabwe,728 864,
4623,C R C M Transport & Investments,,Investments 3 Faber Rd Bluff,,,,Harare,Zimbabwe,305 512,
4624,Cream Line Taxis,,Old Petrol Site Market St,,,,Harare,Zimbabwe,704 758,
4625,Creat Dyke Engineering,,10 Dart Rd,,,,Harare,Zimbabwe,850 491,
4626,Creation Desk Advert P/L,,78A Marlvern Rd,,,,Harare,Zimbabwe,610 549,
4627,Creative Eye P/L,,,6065 Dhliwayo Blding Gazaland S/Centre,,,Harare,Zimbabwe,612 747,
4628,Creative Garden Products,,348 Affirmative Way,,,,Harare,Zimbabwe,616 038,
4630,Creative Images P/L,,6Th Fl Hungwe Hse Jason Moyo Ave,,,,Harare,Zimbabwe,753 736,
4631,Creative Interior Design,,,No 2 Yard Masters Complex Nrz Kenneth,,,Harare,Zimbabwe,708 551,
4632,Creative Solutions P/L,,4Th Flr Lintas Hse Union Ave,,,,Harare,Zimbabwe,748 592,
4633,Creative Systems P/L,,73 Douglas Road Workington P O,,,,Harare,Zimbabwe,661 070,
4634,Credcrin Enterprises P/L,,Office 5 1St Flr Dalmacia Hse 69 Speke Ave,,,,Harare,Zimbabwe,798 413,
4635,Credit & Finance Corp P/L,,6Th Flr Goldbridge Eastgate 2Nd St,,,,Harare,Zimbabwe,748 786,
4636,Credit & Finance Corporation,,17 Balmoral Rd,,,,Harare,Zimbabwe,882 146,
4637,Creesac Computers Pvt Ltd,,,,,,Harare,Zimbabwe,705 119,
4638,Credit Clearance Services,,55 Selous Ave,,,,Harare,Zimbabwe,705 051,
4639,Creet Centre For Ewable E,,,,,,Harare,Zimbabwe,708 511,
4640,Crescendo Credit Mgmt,,,,,,4 Park Str Harare,Zimbabwe,732 974,
4641,Crenfhan Finances P/L,,3Rd Flr Mercury Hse 24 G Silundika Ave,,,,Harare,Zimbabwe,251 300,
4642,Crest Breeders International,,,Mt Hampden Farm Mt Hampden,,,Harare,Zimbabwe,304 564,
4643,Crest Chickens P/L,,25 Amalinda Rd Glen View,,,,Harare,Zimbabwe,690 470,
4644,Crestwick Zim Bulk Handli,,,Rm 4 & 5 Murandy Squore West Newlands,,,Harare,Zimbabwe,746 131,
4645,Cresta Hotels,,,Trading Corp 17396 Coronation Pk S Machel Av Msa,,,Harare,Zimbabwe,486 203,
4646,Crewvary Investments P/L,,,,,,Harare,Zimbabwe,251 058,
4647,C R Electripliance P/L,,,,,,32 Harare Street,Zimbabwe,749 725,
4648,Credit Insurance Zimbabwe Limited,,Credsure House 69 Sam Nujoma Street,,,,Harare,Zimbabwe,738 944,
4649,Crest Breeders,,International Pvtltd Beatrice Road,,,,Harare,Zimbabwe,621 395,
4651,Crg Quarries P/L,,11 Bertram Rd Milton Park,,,,Harare,Zimbabwe,778 463,
4652,Crimiwick Trading P/L,,,Shop 14,,,Harare,Zimbabwe,851 583,
4653,Crina Business Co,,,Shop 5 Avondale S/Ce,,,Harare,Zimbabwe,304 477,
4654,Crio City,,69 Steven Drive,,,,Harare,Zimbabwe,498 819,
4655,Cripston Investments,,,Rm 208 2Nd Flr Mercury Hse,,,Harare,Zimbabwe,252 835,
4656,Cripwell A C,,,1 Paling Court Kensington,,,Harare,Zimbabwe,737 550,
4657,Crisbury Transport,,51 Scott Rd Hatfield,,,,Harare,Zimbabwe,571 110,
4658,Crissons Constrution,,110 Mutare Rd,,,,Harare,Zimbabwe,486 584,
4659,Criston Investments,,,31 Kenmark Cres Bluff Hill Park Bluff,,,Harare,Zimbabwe,305 603,
4660,Criti Care Health Supplie,,Suite 6 Greencroft 119 Lomagundi Rd,,,,Harare,Zimbabwe,302 054,
4661,Critical Mass Enterprises,,31 Lincoln Rd Avondale,,,,Harare,Zimbabwe,334 128,
4662,Crm Asset Managers P/L,,Raleigh Street 3Rd Floor,,,,Harare,Zimbabwe,250 649,
4663,Crosthwaite-Eyre Discre-,,,12 Yellow Wood Lane Kambanji,,,Harare,Zimbabwe,494 911,
4664,Croachy Investments,,,4 Marjorca Eskine Av Mt Pleasant,,,Harare,Zimbabwe,308 200,
4665,Crockart Jamie David,,17Th Floor Earl Grey Bldg Fourth St,,,,Harare,Zimbabwe,706 592,
4666,Crocodile Security P/L,,10241 Willowvale Rd Willowvale P O,,,,Harare,Zimbabwe,693 480,
4667,Croda Zimbabwe,,,,,Pvt Ltd P O Box St 510,Harare,Zimbabwe,620 298,
4668,Croco Motors P/L,,1 Telford Rd,,,,Harare,Zimbabwe,753 238,
4669,Croda Zimbabwe P/L,,723A Soutter Rd New Ardbennie,,,,Harare,Zimbabwe,663 131,
4670,Cromdale Trading P/L,,,,,,Harare,Zimbabwe,446 290,
4672,Crodeck Investments P/L,,Jason Moyo Ave Intermkt Life Towers,,,,Harare,Zimbabwe,730 539,
4673,Cromesh Enterprises,,,113 Samora Machel Av Suite A,,,Harare,Zimbabwe,792 350,
4674,Crompeck Stationery P/L,,51 Jason Moyo Ave Rm 307/3Rd Flr Globe Hse,,,,Harare,Zimbabwe,752 144,
4675,Cronoville Enterprises,,2 Wakefield Rd Avondale,,,,Harare,Zimbabwe,304 169,
4676,Cronut Consulting,,,58 Blakeway Dr,,,Harare,Zimbabwe,740 448,
4677,Crookes K B,,5 Earls Rd Alexandra Park,,,,Harare,Zimbabwe,745 726,
4678,Croshaw M J,,3 Cambridge Ave Highlands,,,,Harare,Zimbabwe,776 250,
4679,Crossard Enterprisesp/L,,,Unit 3 Place Workington Dumsries,,,Harare,Zimbabwe,751 998,
4680,Cross Market Investments,,17 Brig Atif Rd Mt Pleasant,,,,Harare,Zimbabwe,301 235,
4681,Crossby Services P/L,,,1 Thurston Lane Avondale,,,Harare,Zimbabwe,334 149,
4682,Crosswork Investments P/L,,,4A Murandy Square Newlands,,,Harare,Zimbabwe,746 978,
4683,Crosstalk Trading P/L,,,Manyame Airbase Letterbox Hse Airport,,,Harare,Zimbabwe,575 480,
4684,Crous D L T/A Signs Times,,41 Glenara Ave Highlands,,,,Harare,Zimbabwe,497 317,
4685,Crous Dale Leslie,,41 Glenara Avenue,,,,Harare,Zimbabwe,496 012,
4686,Crous P O,,,Shop 5 George Square Kamfinsa,,,Harare,Zimbabwe,495 726,
4687,Crovenet Investments,,,4Th Flr Temple Bar Cnr Angwa/N Mandela,,,Harare,Zimbabwe,758 554,
4688,Crovis Agencies P/L,,656 Seke Rd Hatfield,,,,Harare,Zimbabwe,576 252,
4689,Crowise Investments,,,5Th Barbara Hse Cnr Awira Streets,,,Harare,Zimbabwe,759 791,
4690,Crown Agents P/L,,,Suite 34 Standard As Borrowdale,,,Harare,Zimbabwe,850 265,
4691,Crown Brass P/L,,,685 Lorraine Dr Bluff Hill,,,Harare,Zimbabwe,305 649,
4693,Crown Brass Pvt Ltd,,,685 Lorraine Dr Bluff Hill,,,Harare,Zimbabwe,305 647,
4694,Crown Clothing P/L,,4 R Manyika Ave,,,,Harare,Zimbabwe,751 824,
4695,Crown Clothing Pvt Ltd,,,Nialis House 4 Robson Manyika,,,Harare,Zimbabwe,751 258,
4696,Crowning Glory Saloon,,Fife Avenue Fife Avenue,,,,Harare,Zimbabwe,735 520,
4697,Crowvest Enterprises P/L,,35 Kingsmead Rd,,,,Harare,Zimbabwe,882 133,
4698,Crowvest Enterprises Pvt,,35 Kingsmead Rd Borrowdale,,,,Harare,Zimbabwe,852 019,
4699,Croxford R,,6A Piers Rd Borrowdale,,,,Harare,Zimbabwe,851 188,
4700,Crook F Kate,,18 Windermere Rd,,,,Bulawayo,Zimbabwe,09 243275,
4701,C&R Spell Centre,,,14 Cecil Rhodes Dr Newlands,,,Harare,Zimbabwe,746 068,
4702,Crt Pharmacies,,,,,Pvt Ltd P O Box 1730,Harare,Zimbabwe,302 767,
4703,Crtstal Candy P/L,,Burnley Road Workington,,,,Harare,Zimbabwe,759 464,
4704,Crucible Investment,,,4 Victoria Dr Newlands,,,Harare,Zimbabwe,788 041,
4705,Crucible Investments,,,4 Victoria Dr,,,Harare,Zimbabwe,776 024,
4706,Cruger Johannes F,,,,,,Harare,Zimbabwe,499 076,
4707,Crundall Bros (Pvt)L,,D 2 Hood Rd P O,,,,Harare,Zimbabwe,620 031,
4708,Crundall Holdings P/L,,2 Hood Rd,,,,Harare,Zimbabwe,665 866,
4709,Crundall T/A J W Mining & Ind Supp,,,,,Mining & Ind Supp P O Box St 316,Harare,Zimbabwe,621 796,
4710,Crusader Real Estate Cons,,Gowero Hse 148 M Nehanda St,,,,Harare,Zimbabwe,756 718,
4711,Crustlink Investments P/L,,64 Livingstone Ave Leylands Hse,,,,Harare,Zimbabwe,734 144,
4712,C R Whitmore & Co,,,3 Ballantyne Square Borrowdale,,,Harare,Zimbabwe,882 826,
4714,Crypton Enterprises,,16977 Monde Building Bay 5 Shepperton Rd,,,,Harare,Zimbabwe,774 210,
4715,Crystal Candy Pvt,,Ltd 12 Burnley Rd Workington Har,,,,Harare,Zimbabwe,753 824,
4716,Crytalen Services,,,,,,Harare,Zimbabwe,572 627,
4717,Csea Trade P/L,,37 L Takawira St,,,,Harare,Zimbabwe,772 008,
4718,Csizmadia Laszlo,,,,,,Harare,Zimbabwe,497 742,
4719,C Simbanegavi,,9 Spruit Rd Hatfeild,,,,Harare,Zimbabwe,573 753,
4720,C S L Telesis P/L,,,1St Gorlon Hse 7 J Moyo,,,Harare,Zimbabwe,774 237,
4721,Csme Consultants P/L,,Hurudza House N Mandela Avenue,,,,Harare,Zimbabwe,781 021,
4722,C S P Enterprises P/L,,,,,,Harare,Zimbabwe,492 223,
4723,C S Systems P/L,,4 Kudu Close The Cottage,,,,Harare,Zimbabwe,884 138,
4724,Cst Communications P/L,,,Shop 7 New Airport Airport,,,Harare,Zimbabwe,585 115,
4725,C S T Communications,,Shop 16 Chambers Hse G Silundika Ave,,,,Harare,Zimbabwe,772 623,
4726,C S T Communications P/L,,,,,,Harare,Zimbabwe,748 650,
4727,Csu Intenational,,,Rms L 17 & 14 Uz Campus Mt,,,Harare,Zimbabwe,335 787,
4728,C Tapera Printing Suppli,,7 Rocklands Rd,,,,Harare,Zimbabwe,570 508,
4729,C & T Computers P/L,,46 R Manyika Ave Evanessa Hse,,,,Harare,Zimbabwe,722 327,
4730,Ct Mutiunovava Investment,,Shop 18A Old Mutual Cnr 2Nd/Speke Ave,,,,Harare,Zimbabwe,794 012,
4731,C T Mantsebo,,,,,,162 Tsungayi Bldg Harare St,Zimbabwe,773 755,
4732,C&T Motors P/L,,,R Mugabe/Enterprise,,,Harare,Zimbabwe,253 134,
4733,C T Rwodzi P/L,,,11251 Singwizi Dr Budiriro 5A,,,Harare,Zimbabwe,693 476,
4735,C T Stores (Pvt) Ltd,,,,,Pvt Ltd P O Box 474,Harare,Zimbabwe,704 611,
4736,Ctt Comprehensive Travel,,,,,,Harare,Zimbabwe,497 933,
4737,Cuban Embassy,,12 Hurworth Road,,,,Harare,Zimbabwe,497 612,
4738,Cubel Enterprises P/L,,Suite 1 Zib Hse 48 Central Avenue,,,,Harare,Zimbabwe,795 702,
4739,Cucchiaro A G,,503 Glenville Arlington Ct Epsom Close,,,,Bulawayo,Zimbabwe,09 250975,
4740,Cullomatic Pvt Ltd,,47 Plymouth Road Southerton,,,,Harare,Zimbabwe,620 300,
4741,Culleton Electrical,,,16 Boscobel Dr East Highlands,,,Harare,Zimbabwe,496 892,
4742,Culsbury Enterprises,,25 Harvey Brown Ave Milton,,,,Harare,Zimbabwe,729 749,
4743,Cultural Service Emb,,76 S Machel Avenue,,,,Harare,Zimbabwe,730 555,
4744,Culverwood Mining P/L,,4 - 40th Ave Haig Park,,,,Harare,Zimbabwe,311 177,
4745,Cumming Consultancies P/L,,11 Shirley Road Borrowdale,,,,Harare,Zimbabwe,882 745,
4746,Cummings O A,,18 Athol Evans Compx 117 Chiremba Rd,,,,Harare,Zimbabwe,573 427,
4747,Cummins Zimbabwe P/L,,72 Birmingham Road Southerton,,,,Harare,Zimbabwe,621 870,
4748,Cummings A T,,B11 Queens Rd Selous Avenue,,,,Bulawayo,Zimbabwe,09 210645,
4749,Cunliffe Inv Pvt Ltd,,,21 Peelwood Gardens,,,Harare,Zimbabwe,300 679,
4750,Cunliffe Investments P/L,,Shop 89 Fife Ave Fife Ave Shp/Centre,,,,Harare,Zimbabwe,793 805,
4751,Cure Chem Overseas P/L,,Fifth St 12 Montagu Court,,,,Harare,Zimbabwe,737 117,
4752,Curemed Pharmacy,,,Budiriro 1 S/Centre Budiriro P O Glen View,,,Harare,Zimbabwe,690 325,
4753,Curitech Investment,,,Nelson Mandela 6Th Fl Analby Hse,,,Harare,Zimbabwe,757 465,
4754,Curl Up & Die P/L,,,Shop 5 The Pavilion Westgate S/Centre Bluff,,,Harare,Zimbabwe,332 369,
4756,Current Enterprises P/L,,,5568 Budiriro 5 Budiriro 5,,,Harare,Zimbabwe,694 205,
4757,Curriworld Investments P/,,Office 11 25 Selous Ave,,,,Harare,Zimbabwe,734 408,
4758,Curtain Design P/L,,113 Chinhoyi St,,,,Harare,Zimbabwe,749 069,
4759,Curriwold Invest P/L,,25 Selous Ave,,,,Harare,Zimbabwe,252 123,
4760,Curtis Security,,,,,P O Box Gd 8 Greendale,Harare,Zimbabwe,486 570,
4761,Curer Tec,,,,,28 Simon Mazorodze Road Box ST 460 Southerton,Harare,Zimbabwe,774 009,
4762,Cusonia Enterprises,,,,,,Harare,Zimbabwe,303 014,
4763,Custodial Services Of Zim,,11Th Social Security Second Street,,,,Harare,Zimbabwe,705 461,
4764,Customer Needs Venture,,9 Fane Rd Quinnington,,,,Harare,Zimbabwe,861 024,
4765,Customer Relations Manag,,22Km Peg Windmill Fr Domboshawa Rd,,,,Harare,Zimbabwe,862 184,
4766,Customs & Exercise,,Cecil House 95 Jason Moyo Avenue,,,,Harare,Zimbabwe,251 782,
4767,Customs Training Cen,,Kurima Hse N Mandela Ave,,,,Harare,Zimbabwe,736 109,
4768,Cutaway Investments,,,514A Robinson Hse,,,Harare,Zimbabwe,752 183,
4769,Cutcyn Investments P/L,,,22 George Silundika Rm503 Silundika Hse,,,Harare,Zimbabwe,705 436,
4770,Cutman Enterprises,,,Shop 88 Samy Levy Borrowdale,,,Harare,Zimbabwe,851 682,
4771,Cuthberts Footwear Specialists,,1st Street Union Avennue,,,,Harare,Zimbabwe,701 204,
4772,Cuves Trust T/A,,Budget Hotel Russel Hotel Baines And 3 Rd Str Hr,,,,Harare,Zimbabwe,738 593,
4773,Cuya Trading P/L,,1St Flr 2&3 G T Bain Centre K George Rd A/D,,,,Harare,Zimbabwe,303 336,
4774,C V Equipment Suppliers,,,82 Lorraine Dr Bluff Hill,,,Harare,Zimbabwe,305 624,
4775,C V Investments & Consult,,,,,,Harare],Zimbabwe,481 605,
4777,C V S M (Pvt)Ltd,,45B Robert Mugabe Rd,,,,Harare,Zimbabwe,735 841,
4778,Cyanos Systems Services,,,,,,164 Harare Street,Zimbabwe,727 018,
4779,Cyber Graphix P/L,,Suite B3 60 G Silundika Ave,,,,Harare,Zimbabwe,703 587,
4780,Cybernet P/L,,9 Williams Way,,,,Harare,Zimbabwe,446 583,
4781,Cyberplex Export,,11 Churchill Rd Alexandra Park,,,,Harare,Zimbabwe,745 525,
4782,Cybotric Systems,,22 G Silundika Ave,,,,Harare,Zimbabwe,252 732,
4783,Cycloid Computers P/L,,119 Broadlands Rd,,,,Harare,Zimbabwe,304 218,
4784,Cynclussy Investment P/L,,34A Cameron St,,,,Harare,Zimbabwe,748 784,
4785,Cyproof Pvt Ltd,,12 Langley Ave Avondale West,,,,Harare,Zimbabwe,334 080,
4786,Cyproof Pvt Ltd T/A Books,,Room 16 1St Floor Ca King George Rd,,,,Harare,Zimbabwe,333 794,
4787,Cyprus Incorporated P/L,,,,,,Harare,Zimbabwe,305 773,
4788,Cytell Investments,,,,,(Pvt) Ltd Po Box 2986,Harare,Zimbabwe,302 676,
4789,Cywell Electricals P/L,,,Shop 2 Basement George Square,,,Harare,Zimbabwe,443 577,
4790,Daams Automation P/L,,,16996 Boshoff Dr Graniteside,,,Harare,Zimbabwe,751 437,
